dni,nombre,cuenta,moneda,monto,bic,concepto,cargos
10005263,BENEFICIARIO 05263,001000005263,PEN,3852.49,CITIPEPLXXX,PAGO PROVEEDOR 05263,OUR
10005264,BENEFICIARIO 05264,001000005264,PEN,3853.22,BCPLPEPLXXX,PAGO PROVEEDOR 05264,BEN
10005265,BENEFICIARIO 05265,001000005265,USD,3853.95,BINPPEPLXXX,PAGO PROVEEDOR 05265,SHA
10005266,BENEFICIARIO 05266,001000005266,PEN,3854.68,SCBLPEPLXXX,PAGO PROVEEDOR 05266,OUR
10005267,BENEFICIARIO 05267,001000005267,PEN,3855.41,CITIPEPLXXX,PAGO PROVEEDOR 05267,BEN
10005268,BENEFICIARIO 05268,001000005268,PEN,3856.14,BCPLPEPLXXX,PAGO PROVEEDOR 05268,SHA
10005269,BENEFICIARIO 05269,001000005269,PEN,3856.87,BINPPEPLXXX,PAGO PROVEEDOR 05269,OUR
10005270,BENEFICIARIO 05270,001000005270,USD,3857.60,SCBLPEPLXXX,PAGO PROVEEDOR 05270,BEN
10005271,BENEFICIARIO 05271,001000005271,PEN,3858.33,CITIPEPLXXX,PAGO PROVEEDOR 05271,SHA
10005272,BENEFICIARIO 05272,001000005272,PEN,3859.06,BCPLPEPLXXX,PAGO PROVEEDOR 05272,OUR
10005273,BENEFICIARIO 05273,001000005273,PEN,3859.79,BINPPEPLXXX,PAGO PROVEEDOR 05273,BEN
10005274,BENEFICIARIO 05274,001000005274,PEN,3860.52,SCBLPEPLXXX,PAGO PROVEEDOR 05274,SHA
10005275,BENEFICIARIO 05275,001000005275,USD,3861.25,CITIPEPLXXX,PAGO PROVEEDOR 05275,OUR
10005276,BENEFICIARIO 05276,001000005276,PEN,3861.98,BCPLPEPLXXX,PAGO PROVEEDOR 05276,BEN
10005277,BENEFICIARIO 05277,001000005277,PEN,3862.71,BINPPEPLXXX,PAGO PROVEEDOR 05277,SHA
10005278,BENEFICIARIO 05278,001000005278,PEN,3863.44,SCBLPEPLXXX,PAGO PROVEEDOR 05278,OUR
10005279,BENEFICIARIO 05279,001000005279,PEN,3864.17,CITIPEPLXXX,PAGO PROVEEDOR 05279,BEN
10005280,BENEFICIARIO 05280,001000005280,USD,3864.90,BCPLPEPLXXX,PAGO PROVEEDOR 05280,SHA
10005281,BENEFICIARIO 05281,001000005281,PEN,3865.63,BINPPEPLXXX,PAGO PROVEEDOR 05281,OUR
10005282,BENEFICIARIO 05282,001000005282,PEN,3866.36,SCBLPEPLXXX,PAGO PROVEEDOR 05282,BEN
10005283,BENEFICIARIO 05283,001000005283,PEN,3867.09,CITIPEPLXXX,PAGO PROVEEDOR 05283,SHA
10005284,BENEFICIARIO 05284,001000005284,PEN,3867.82,BCPLPEPLXXX,PAGO PROVEEDOR 05284,OUR
10005285,BENEFICIARIO 05285,001000005285,USD,3868.55,BINPPEPLXXX,PAGO PROVEEDOR 05285,BEN
10005286,BENEFICIARIO 05286,001000005286,PEN,3869.28,SCBLPEPLXXX,PAGO PROVEEDOR 05286,SHA
10005287,BENEFICIARIO 05287,001000005287,PEN,3870.01,CITIPEPLXXX,PAGO PROVEEDOR 05287,OUR
10005288,BENEFICIARIO 05288,001000005288,PEN,3870.74,BCPLPEPLXXX,PAGO PROVEEDOR 05288,BEN
10005289,BENEFICIARIO 05289,001000005289,PEN,3871.47,BINPPEPLXXX,PAGO PROVEEDOR 05289,SHA
10005290,BENEFICIARIO 05290,001000005290,USD,3872.20,SCBLPEPLXXX,PAGO PROVEEDOR 05290,OUR
10005291,BENEFICIARIO 05291,001000005291,PEN,3872.93,CITIPEPLXXX,PAGO PROVEEDOR 05291,BEN
10005292,BENEFICIARIO 05292,001000005292,PEN,3873.66,BCPLPEPLXXX,PAGO PROVEEDOR 05292,SHA
10005293,BENEFICIARIO 05293,001000005293,PEN,3874.39,BINPPEPLXXX,PAGO PROVEEDOR 05293,OUR
10005294,BENEFICIARIO 05294,001000005294,PEN,3875.12,SCBLPEPLXXX,PAGO PROVEEDOR 05294,BEN
10005295,BENEFICIARIO 05295,001000005295,USD,3875.85,CITIPEPLXXX,PAGO PROVEEDOR 05295,SHA
10005296,BENEFICIARIO 05296,001000005296,PEN,3876.58,BCPLPEPLXXX,PAGO PROVEEDOR 05296,OUR
10005297,BENEFICIARIO 05297,001000005297,PEN,3877.31,BINPPEPLXXX,PAGO PROVEEDOR 05297,BEN
10005298,BENEFICIARIO 05298,001000005298,PEN,3878.04,SCBLPEPLXXX,PAGO PROVEEDOR 05298,SHA
10005299,BENEFICIARIO 05299,001000005299,PEN,3878.77,CITIPEPLXXX,PAGO PROVEEDOR 05299,OUR
10005300,BENEFICIARIO 05300,001000005300,USD,3879.50,BCPLPEPLXXX,PAGO PROVEEDOR 05300,BEN
10005301,BENEFICIARIO 05301,001000005301,PEN,3880.23,BINPPEPLXXX,PAGO PROVEEDOR 05301,SHA
10005302,BENEFICIARIO 05302,001000005302,PEN,3880.96,SCBLPEPLXXX,PAGO PROVEEDOR 05302,OUR
10005303,BENEFICIARIO 05303,001000005303,PEN,3881.69,CITIPEPLXXX,PAGO PROVEEDOR 05303,BEN
10005304,BENEFICIARIO 05304,001000005304,PEN,3882.42,BCPLPEPLXXX,PAGO PROVEEDOR 05304,SHA
10005305,BENEFICIARIO 05305,001000005305,USD,3883.15,BINPPEPLXXX,PAGO PROVEEDOR 05305,OUR
10005306,BENEFICIARIO 05306,001000005306,PEN,3883.88,SCBLPEPLXXX,PAGO PROVEEDOR 05306,BEN
10005307,BENEFICIARIO 05307,001000005307,PEN,3884.61,CITIPEPLXXX,PAGO PROVEEDOR 05307,SHA
10005308,BENEFICIARIO 05308,001000005308,PEN,3885.34,BCPLPEPLXXX,PAGO PROVEEDOR 05308,OUR
10005309,BENEFICIARIO 05309,001000005309,PEN,3886.07,BINPPEPLXXX,PAGO PROVEEDOR 05309,BEN
10005310,BENEFICIARIO 05310,001000005310,USD,3886.80,SCBLPEPLXXX,PAGO PROVEEDOR 05310,SHA
10005311,BENEFICIARIO 05311,001000005311,PEN,3887.53,CITIPEPLXXX,PAGO PROVEEDOR 05311,OUR
10005312,BENEFICIARIO 05312,001000005312,PEN,3888.26,BCPLPEPLXXX,PAGO PROVEEDOR 05312,BEN
10005313,BENEFICIARIO 05313,001000005313,PEN,3888.99,BINPPEPLXXX,PAGO PROVEEDOR 05313,SHA
10005314,BENEFICIARIO 05314,001000005314,PEN,3889.72,SCBLPEPLXXX,PAGO PROVEEDOR 05314,OUR
10005315,BENEFICIARIO 05315,001000005315,USD,3890.45,CITIPEPLXXX,PAGO PROVEEDOR 05315,BEN
10005316,BENEFICIARIO 05316,001000005316,PEN,3891.18,BCPLPEPLXXX,PAGO PROVEEDOR 05316,SHA
10005317,BENEFICIARIO 05317,001000005317,PEN,3891.91,BINPPEPLXXX,PAGO PROVEEDOR 05317,OUR
10005318,BENEFICIARIO 05318,001000005318,PEN,3892.64,SCBLPEPLXXX,PAGO PROVEEDOR 05318,BEN
10005319,BENEFICIARIO 05319,001000005319,PEN,3893.37,CITIPEPLXXX,PAGO PROVEEDOR 05319,SHA
10005320,BENEFICIARIO 05320,001000005320,USD,3894.10,BCPLPEPLXXX,PAGO PROVEEDOR 05320,OUR
10005321,BENEFICIARIO 05321,001000005321,PEN,3894.83,BINPPEPLXXX,PAGO PROVEEDOR 05321,BEN
10005322,BENEFICIARIO 05322,001000005322,PEN,3895.56,SCBLPEPLXXX,PAGO PROVEEDOR 05322,SHA
10005323,BENEFICIARIO 05323,001000005323,PEN,3896.29,CITIPEPLXXX,PAGO PROVEEDOR 05323,OUR
10005324,BENEFICIARIO 05324,001000005324,PEN,3897.02,BCPLPEPLXXX,PAGO PROVEEDOR 05324,BEN
10005325,BENEFICIARIO 05325,001000005325,USD,3897.75,BINPPEPLXXX,PAGO PROVEEDOR 05325,SHA
10005326,BENEFICIARIO 05326,001000005326,PEN,3898.48,SCBLPEPLXXX,PAGO PROVEEDOR 05326,OUR
10005327,BENEFICIARIO 05327,001000005327,PEN,3899.21,CITIPEPLXXX,PAGO PROVEEDOR 05327,BEN
10005328,BENEFICIARIO 05328,001000005328,PEN,3899.94,BCPLPEPLXXX,PAGO PROVEEDOR 05328,SHA
10005329,BENEFICIARIO 05329,001000005329,PEN,3900.67,BINPPEPLXXX,PAGO PROVEEDOR 05329,OUR
10005330,BENEFICIARIO 05330,001000005330,USD,3901.40,SCBLPEPLXXX,PAGO PROVEEDOR 05330,BEN
10005331,BENEFICIARIO 05331,001000005331,PEN,3902.13,CITIPEPLXXX,PAGO PROVEEDOR 05331,SHA
10005332,BENEFICIARIO 05332,001000005332,PEN,3902.86,BCPLPEPLXXX,PAGO PROVEEDOR 05332,OUR
10005333,BENEFICIARIO 05333,001000005333,PEN,3903.59,BINPPEPLXXX,PAGO PROVEEDOR 05333,BEN
10005334,BENEFICIARIO 05334,001000005334,PEN,3904.32,SCBLPEPLXXX,PAGO PROVEEDOR 05334,SHA
10005335,BENEFICIARIO 05335,001000005335,USD,3905.05,CITIPEPLXXX,PAGO PROVEEDOR 05335,OUR
10005336,BENEFICIARIO 05336,001000005336,PEN,3905.78,BCPLPEPLXXX,PAGO PROVEEDOR 05336,BEN
10005337,BENEFICIARIO 05337,001000005337,PEN,3906.51,BINPPEPLXXX,PAGO PROVEEDOR 05337,SHA
10005338,BENEFICIARIO 05338,001000005338,PEN,3907.24,SCBLPEPLXXX,PAGO PROVEEDOR 05338,OUR
10005339,BENEFICIARIO 05339,001000005339,PEN,3907.97,CITIPEPLXXX,PAGO PROVEEDOR 05339,BEN
10005340,BENEFICIARIO 05340,001000005340,USD,3908.70,BCPLPEPLXXX,PAGO PROVEEDOR 05340,SHA
10005341,BENEFICIARIO 05341,001000005341,PEN,3909.43,BINPPEPLXXX,PAGO PROVEEDOR 05341,OUR
10005342,BENEFICIARIO 05342,001000005342,PEN,3910.16,SCBLPEPLXXX,PAGO PROVEEDOR 05342,BEN
10005343,BENEFICIARIO 05343,001000005343,PEN,3910.89,CITIPEPLXXX,PAGO PROVEEDOR 05343,SHA
10005344,BENEFICIARIO 05344,001000005344,PEN,3911.62,BCPLPEPLXXX,PAGO PROVEEDOR 05344,OUR
10005345,BENEFICIARIO 05345,001000005345,USD,3912.35,BINPPEPLXXX,PAGO PROVEEDOR 05345,BEN
10005346,BENEFICIARIO 05346,001000005346,PEN,3913.08,SCBLPEPLXXX,PAGO PROVEEDOR 05346,SHA
10005347,BENEFICIARIO 05347,001000005347,PEN,3913.81,CITIPEPLXXX,PAGO PROVEEDOR 05347,OUR
10005348,BENEFICIARIO 05348,001000005348,PEN,3914.54,BCPLPEPLXXX,PAGO PROVEEDOR 05348,BEN
10005349,BENEFICIARIO 05349,001000005349,PEN,3915.27,BINPPEPLXXX,PAGO PROVEEDOR 05349,SHA
10005350,BENEFICIARIO 05350,001000005350,USD,3916.00,SCBLPEPLXXX,PAGO PROVEEDOR 05350,OUR
10005351,BENEFICIARIO 05351,001000005351,PEN,3916.73,CITIPEPLXXX,PAGO PROVEEDOR 05351,BEN
10005352,BENEFICIARIO 05352,001000005352,PEN,3917.46,BCPLPEPLXXX,PAGO PROVEEDOR 05352,SHA
10005353,BENEFICIARIO 05353,001000005353,PEN,3918.19,BINPPEPLXXX,PAGO PROVEEDOR 05353,OUR
10005354,BENEFICIARIO 05354,001000005354,PEN,3918.92,SCBLPEPLXXX,PAGO PROVEEDOR 05354,BEN
10005355,BENEFICIARIO 05355,001000005355,USD,3919.65,CITIPEPLXXX,PAGO PROVEEDOR 05355,SHA
10005356,BENEFICIARIO 05356,001000005356,PEN,3920.38,BCPLPEPLXXX,PAGO PROVEEDOR 05356,OUR
10005357,BENEFICIARIO 05357,001000005357,PEN,3921.11,BINPPEPLXXX,PAGO PROVEEDOR 05357,BEN
10005358,BENEFICIARIO 05358,001000005358,PEN,3921.84,SCBLPEPLXXX,PAGO PROVEEDOR 05358,SHA
10005359,BENEFICIARIO 05359,001000005359,PEN,3922.57,CITIPEPLXXX,PAGO PROVEEDOR 05359,OUR
10005360,BENEFICIARIO 05360,001000005360,USD,3923.30,BCPLPEPLXXX,PAGO PROVEEDOR 05360,BEN
10005361,BENEFICIARIO 05361,001000005361,PEN,3924.03,BINPPEPLXXX,PAGO PROVEEDOR 05361,SHA
10005362,BENEFICIARIO 05362,001000005362,PEN,3924.76,SCBLPEPLXXX,PAGO PROVEEDOR 05362,OUR
10005363,BENEFICIARIO 05363,001000005363,PEN,3925.49,CITIPEPLXXX,PAGO PROVEEDOR 05363,BEN
10005364,BENEFICIARIO 05364,001000005364,PEN,3926.22,BCPLPEPLXXX,PAGO PROVEEDOR 05364,SHA
10005365,BENEFICIARIO 05365,001000005365,USD,3926.95,BINPPEPLXXX,PAGO PROVEEDOR 05365,OUR
10005366,BENEFICIARIO 05366,001000005366,PEN,3927.68,SCBLPEPLXXX,PAGO PROVEEDOR 05366,BEN
10005367,BENEFICIARIO 05367,001000005367,PEN,3928.41,CITIPEPLXXX,PAGO PROVEEDOR 05367,SHA
10005368,BENEFICIARIO 05368,001000005368,PEN,3929.14,BCPLPEPLXXX,PAGO PROVEEDOR 05368,OUR
10005369,BENEFICIARIO 05369,001000005369,PEN,3929.87,BINPPEPLXXX,PAGO PROVEEDOR 05369,BEN
10005370,BENEFICIARIO 05370,001000005370,USD,3930.60,SCBLPEPLXXX,PAGO PROVEEDOR 05370,SHA
10005371,BENEFICIARIO 05371,001000005371,PEN,3931.33,CITIPEPLXXX,PAGO PROVEEDOR 05371,OUR
10005372,BENEFICIARIO 05372,001000005372,PEN,3932.06,BCPLPEPLXXX,PAGO PROVEEDOR 05372,BEN
10005373,BENEFICIARIO 05373,001000005373,PEN,3932.79,BINPPEPLXXX,PAGO PROVEEDOR 05373,SHA
10005374,BENEFICIARIO 05374,001000005374,PEN,3933.52,SCBLPEPLXXX,PAGO PROVEEDOR 05374,OUR
10005375,BENEFICIARIO 05375,001000005375,USD,3934.25,CITIPEPLXXX,PAGO PROVEEDOR 05375,BEN
10005376,BENEFICIARIO 05376,001000005376,PEN,3934.98,BCPLPEPLXXX,PAGO PROVEEDOR 05376,SHA
10005377,BENEFICIARIO 05377,001000005377,PEN,3935.71,BINPPEPLXXX,PAGO PROVEEDOR 05377,OUR
10005378,BENEFICIARIO 05378,001000005378,PEN,3936.44,SCBLPEPLXXX,PAGO PROVEEDOR 05378,BEN
10005379,BENEFICIARIO 05379,001000005379,PEN,3937.17,CITIPEPLXXX,PAGO PROVEEDOR 05379,SHA
10005380,BENEFICIARIO 05380,001000005380,USD,3937.90,BCPLPEPLXXX,PAGO PROVEEDOR 05380,OUR
10005381,BENEFICIARIO 05381,001000005381,PEN,3938.63,BINPPEPLXXX,PAGO PROVEEDOR 05381,BEN
10005382,BENEFICIARIO 05382,001000005382,PEN,3939.36,SCBLPEPLXXX,PAGO PROVEEDOR 05382,SHA
10005383,BENEFICIARIO 05383,001000005383,PEN,3940.09,CITIPEPLXXX,PAGO PROVEEDOR 05383,OUR
10005384,BENEFICIARIO 05384,001000005384,PEN,3940.82,BCPLPEPLXXX,PAGO PROVEEDOR 05384,BEN
10005385,BENEFICIARIO 05385,001000005385,USD,3941.55,BINPPEPLXXX,PAGO PROVEEDOR 05385,SHA
10005386,BENEFICIARIO 05386,001000005386,PEN,3942.28,SCBLPEPLXXX,PAGO PROVEEDOR 05386,OUR
10005387,BENEFICIARIO 05387,001000005387,PEN,3943.01,CITIPEPLXXX,PAGO PROVEEDOR 05387,BEN
10005388,BENEFICIARIO 05388,001000005388,PEN,3943.74,BCPLPEPLXXX,PAGO PROVEEDOR 05388,SHA
10005389,BENEFICIARIO 05389,001000005389,PEN,3944.47,BINPPEPLXXX,PAGO PROVEEDOR 05389,OUR
10005390,BENEFICIARIO 05390,001000005390,USD,3945.20,SCBLPEPLXXX,PAGO PROVEEDOR 05390,BEN
10005391,BENEFICIARIO 05391,001000005391,PEN,3945.93,CITIPEPLXXX,PAGO PROVEEDOR 05391,SHA
10005392,BENEFICIARIO 05392,001000005392,PEN,3946.66,BCPLPEPLXXX,PAGO PROVEEDOR 05392,OUR
10005393,BENEFICIARIO 05393,001000005393,PEN,3947.39,BINPPEPLXXX,PAGO PROVEEDOR 05393,BEN
10005394,BENEFICIARIO 05394,001000005394,PEN,3948.12,SCBLPEPLXXX,PAGO PROVEEDOR 05394,SHA
10005395,BENEFICIARIO 05395,001000005395,USD,3948.85,CITIPEPLXXX,PAGO PROVEEDOR 05395,OUR
10005396,BENEFICIARIO 05396,001000005396,PEN,3949.58,BCPLPEPLXXX,PAGO PROVEEDOR 05396,BEN
10005397,BENEFICIARIO 05397,001000005397,PEN,3950.31,BINPPEPLXXX,PAGO PROVEEDOR 05397,SHA
10005398,BENEFICIARIO 05398,001000005398,PEN,3951.04,SCBLPEPLXXX,PAGO PROVEEDOR 05398,OUR
10005399,BENEFICIARIO 05399,001000005399,PEN,3951.77,CITIPEPLXXX,PAGO PROVEEDOR 05399,BEN
10005400,BENEFICIARIO 05400,001000005400,USD,3952.50,BCPLPEPLXXX,PAGO PROVEEDOR 05400,SHA
10005401,BENEFICIARIO 05401,001000005401,PEN,3953.23,BINPPEPLXXX,PAGO PROVEEDOR 05401,OUR
10005402,BENEFICIARIO 05402,001000005402,PEN,3953.96,SCBLPEPLXXX,PAGO PROVEEDOR 05402,BEN
10005403,BENEFICIARIO 05403,001000005403,PEN,3954.69,CITIPEPLXXX,PAGO PROVEEDOR 05403,SHA
10005404,BENEFICIARIO 05404,001000005404,PEN,3955.42,BCPLPEPLXXX,PAGO PROVEEDOR 05404,OUR
10005405,BENEFICIARIO 05405,001000005405,USD,3956.15,BINPPEPLXXX,PAGO PROVEEDOR 05405,BEN
10005406,BENEFICIARIO 05406,001000005406,PEN,3956.88,SCBLPEPLXXX,PAGO PROVEEDOR 05406,SHA
10005407,BENEFICIARIO 05407,001000005407,PEN,3957.61,CITIPEPLXXX,PAGO PROVEEDOR 05407,OUR
10005408,BENEFICIARIO 05408,001000005408,PEN,3958.34,BCPLPEPLXXX,PAGO PROVEEDOR 05408,BEN
10005409,BENEFICIARIO 05409,001000005409,PEN,3959.07,BINPPEPLXXX,PAGO PROVEEDOR 05409,SHA
10005410,BENEFICIARIO 05410,001000005410,USD,3959.80,SCBLPEPLXXX,PAGO PROVEEDOR 05410,OUR
10005411,BENEFICIARIO 05411,001000005411,PEN,3960.53,CITIPEPLXXX,PAGO PROVEEDOR 05411,BEN
10005412,BENEFICIARIO 05412,001000005412,PEN,3961.26,BCPLPEPLXXX,PAGO PROVEEDOR 05412,SHA
10005413,BENEFICIARIO 05413,001000005413,PEN,3961.99,BINPPEPLXXX,PAGO PROVEEDOR 05413,OUR
10005414,BENEFICIARIO 05414,001000005414,PEN,3962.72,SCBLPEPLXXX,PAGO PROVEEDOR 05414,BEN
10005415,BENEFICIARIO 05415,001000005415,USD,3963.45,CITIPEPLXXX,PAGO PROVEEDOR 05415,SHA
10005416,BENEFICIARIO 05416,001000005416,PEN,3964.18,BCPLPEPLXXX,PAGO PROVEEDOR 05416,OUR
10005417,BENEFICIARIO 05417,001000005417,PEN,3964.91,BINPPEPLXXX,PAGO PROVEEDOR 05417,BEN
10005418,BENEFICIARIO 05418,001000005418,PEN,3965.64,SCBLPEPLXXX,PAGO PROVEEDOR 05418,SHA
10005419,BENEFICIARIO 05419,001000005419,PEN,3966.37,CITIPEPLXXX,PAGO PROVEEDOR 05419,OUR
10005420,BENEFICIARIO 05420,001000005420,USD,3967.10,BCPLPEPLXXX,PAGO PROVEEDOR 05420,BEN
10005421,BENEFICIARIO 05421,001000005421,PEN,3967.83,BINPPEPLXXX,PAGO PROVEEDOR 05421,SHA
10005422,BENEFICIARIO 05422,001000005422,PEN,3968.56,SCBLPEPLXXX,PAGO PROVEEDOR 05422,OUR
10005423,BENEFICIARIO 05423,001000005423,PEN,3969.29,CITIPEPLXXX,PAGO PROVEEDOR 05423,BEN
10005424,BENEFICIARIO 05424,001000005424,PEN,3970.02,BCPLPEPLXXX,PAGO PROVEEDOR 05424,SHA
10005425,BENEFICIARIO 05425,001000005425,USD,3970.75,BINPPEPLXXX,PAGO PROVEEDOR 05425,OUR
10005426,BENEFICIARIO 05426,001000005426,PEN,3971.48,SCBLPEPLXXX,PAGO PROVEEDOR 05426,BEN
10005427,BENEFICIARIO 05427,001000005427,PEN,3972.21,CITIPEPLXXX,PAGO PROVEEDOR 05427,SHA
10005428,BENEFICIARIO 05428,001000005428,PEN,3972.94,BCPLPEPLXXX,PAGO PROVEEDOR 05428,OUR
10005429,BENEFICIARIO 05429,001000005429,PEN,3973.67,BINPPEPLXXX,PAGO PROVEEDOR 05429,BEN
10005430,BENEFICIARIO 05430,001000005430,USD,3974.40,SCBLPEPLXXX,PAGO PROVEEDOR 05430,SHA
10005431,BENEFICIARIO 05431,001000005431,PEN,3975.13,CITIPEPLXXX,PAGO PROVEEDOR 05431,OUR
10005432,BENEFICIARIO 05432,001000005432,PEN,3975.86,BCPLPEPLXXX,PAGO PROVEEDOR 05432,BEN
10005433,BENEFICIARIO 05433,001000005433,PEN,3976.59,BINPPEPLXXX,PAGO PROVEEDOR 05433,SHA
10005434,BENEFICIARIO 05434,001000005434,PEN,3977.32,SCBLPEPLXXX,PAGO PROVEEDOR 05434,OUR
10005435,BENEFICIARIO 05435,001000005435,USD,3978.05,CITIPEPLXXX,PAGO PROVEEDOR 05435,BEN
10005436,BENEFICIARIO 05436,001000005436,PEN,3978.78,BCPLPEPLXXX,PAGO PROVEEDOR 05436,SHA
10005437,BENEFICIARIO 05437,001000005437,PEN,3979.51,BINPPEPLXXX,PAGO PROVEEDOR 05437,OUR
10005438,BENEFICIARIO 05438,001000005438,PEN,3980.24,SCBLPEPLXXX,PAGO PROVEEDOR 05438,BEN
10005439,BENEFICIARIO 05439,001000005439,PEN,3980.97,CITIPEPLXXX,PAGO PROVEEDOR 05439,SHA
10005440,BENEFICIARIO 05440,001000005440,USD,3981.70,BCPLPEPLXXX,PAGO PROVEEDOR 05440,OUR
10005441,BENEFICIARIO 05441,001000005441,PEN,3982.43,BINPPEPLXXX,PAGO PROVEEDOR 05441,BEN
10005442,BENEFICIARIO 05442,001000005442,PEN,3983.16,SCBLPEPLXXX,PAGO PROVEEDOR 05442,SHA
10005443,BENEFICIARIO 05443,001000005443,PEN,3983.89,CITIPEPLXXX,PAGO PROVEEDOR 05443,OUR
10005444,BENEFICIARIO 05444,001000005444,PEN,3984.62,BCPLPEPLXXX,PAGO PROVEEDOR 05444,BEN
10005445,BENEFICIARIO 05445,001000005445,USD,3985.35,BINPPEPLXXX,PAGO PROVEEDOR 05445,SHA
10005446,BENEFICIARIO 05446,001000005446,PEN,3986.08,SCBLPEPLXXX,PAGO PROVEEDOR 05446,OUR
10005447,BENEFICIARIO 05447,001000005447,PEN,3986.81,CITIPEPLXXX,PAGO PROVEEDOR 05447,BEN
10005448,BENEFICIARIO 05448,001000005448,PEN,3987.54,BCPLPEPLXXX,PAGO PROVEEDOR 05448,SHA
10005449,BENEFICIARIO 05449,001000005449,PEN,3988.27,BINPPEPLXXX,PAGO PROVEEDOR 05449,OUR
10005450,BENEFICIARIO 05450,001000005450,USD,3989.00,SCBLPEPLXXX,PAGO PROVEEDOR 05450,BEN
10005451,BENEFICIARIO 05451,001000005451,PEN,3989.73,CITIPEPLXXX,PAGO PROVEEDOR 05451,SHA
10005452,BENEFICIARIO 05452,001000005452,PEN,3990.46,BCPLPEPLXXX,PAGO PROVEEDOR 05452,OUR
10005453,BENEFICIARIO 05453,001000005453,PEN,3991.19,BINPPEPLXXX,PAGO PROVEEDOR 05453,BEN
10005454,BENEFICIARIO 05454,001000005454,PEN,3991.92,SCBLPEPLXXX,PAGO PROVEEDOR 05454,SHA
10005455,BENEFICIARIO 05455,001000005455,USD,3992.65,CITIPEPLXXX,PAGO PROVEEDOR 05455,OUR
10005456,BENEFICIARIO 05456,001000005456,PEN,3993.38,BCPLPEPLXXX,PAGO PROVEEDOR 05456,BEN
10005457,BENEFICIARIO 05457,001000005457,PEN,3994.11,BINPPEPLXXX,PAGO PROVEEDOR 05457,SHA
10005458,BENEFICIARIO 05458,001000005458,PEN,3994.84,SCBLPEPLXXX,PAGO PROVEEDOR 05458,OUR
10005459,BENEFICIARIO 05459,001000005459,PEN,3995.57,CITIPEPLXXX,PAGO PROVEEDOR 05459,BEN
10005460,BENEFICIARIO 05460,001000005460,USD,3996.30,BCPLPEPLXXX,PAGO PROVEEDOR 05460,SHA
10005461,BENEFICIARIO 05461,001000005461,PEN,3997.03,BINPPEPLXXX,PAGO PROVEEDOR 05461,OUR
10005462,BENEFICIARIO 05462,001000005462,PEN,3997.76,SCBLPEPLXXX,PAGO PROVEEDOR 05462,BEN
10005463,BENEFICIARIO 05463,001000005463,PEN,3998.49,CITIPEPLXXX,PAGO PROVEEDOR 05463,SHA
10005464,BENEFICIARIO 05464,001000005464,PEN,3999.22,BCPLPEPLXXX,PAGO PROVEEDOR 05464,OUR
10005465,BENEFICIARIO 05465,001000005465,USD,3999.95,BINPPEPLXXX,PAGO PROVEEDOR 05465,BEN
10005466,BENEFICIARIO 05466,001000005466,PEN,4000.68,SCBLPEPLXXX,PAGO PROVEEDOR 05466,SHA
10005467,BENEFICIARIO 05467,001000005467,PEN,4001.41,CITIPEPLXXX,PAGO PROVEEDOR 05467,OUR
10005468,BENEFICIARIO 05468,001000005468,PEN,4002.14,BCPLPEPLXXX,PAGO PROVEEDOR 05468,BEN
10005469,BENEFICIARIO 05469,001000005469,PEN,4002.87,BINPPEPLXXX,PAGO PROVEEDOR 05469,SHA
10005470,BENEFICIARIO 05470,001000005470,USD,4003.60,SCBLPEPLXXX,PAGO PROVEEDOR 05470,OUR
10005471,BENEFICIARIO 05471,001000005471,PEN,4004.33,CITIPEPLXXX,PAGO PROVEEDOR 05471,BEN
10005472,BENEFICIARIO 05472,001000005472,PEN,4005.06,BCPLPEPLXXX,PAGO PROVEEDOR 05472,SHA
10005473,BENEFICIARIO 05473,001000005473,PEN,4005.79,BINPPEPLXXX,PAGO PROVEEDOR 05473,OUR
10005474,BENEFICIARIO 05474,001000005474,PEN,4006.52,SCBLPEPLXXX,PAGO PROVEEDOR 05474,BEN
10005475,BENEFICIARIO 05475,001000005475,USD,4007.25,CITIPEPLXXX,PAGO PROVEEDOR 05475,SHA
10005476,BENEFICIARIO 05476,001000005476,PEN,4007.98,BCPLPEPLXXX,PAGO PROVEEDOR 05476,OUR
10005477,BENEFICIARIO 05477,001000005477,PEN,4008.71,BINPPEPLXXX,PAGO PROVEEDOR 05477,BEN
10005478,BENEFICIARIO 05478,001000005478,PEN,4009.44,SCBLPEPLXXX,PAGO PROVEEDOR 05478,SHA
10005479,BENEFICIARIO 05479,001000005479,PEN,4010.17,CITIPEPLXXX,PAGO PROVEEDOR 05479,OUR
10005480,BENEFICIARIO 05480,001000005480,USD,4010.90,BCPLPEPLXXX,PAGO PROVEEDOR 05480,BEN
10005481,BENEFICIARIO 05481,001000005481,PEN,4011.63,BINPPEPLXXX,PAGO PROVEEDOR 05481,SHA
10005482,BENEFICIARIO 05482,001000005482,PEN,4012.36,SCBLPEPLXXX,PAGO PROVEEDOR 05482,OUR
10005483,BENEFICIARIO 05483,001000005483,PEN,4013.09,CITIPEPLXXX,PAGO PROVEEDOR 05483,BEN
10005484,BENEFICIARIO 05484,001000005484,PEN,4013.82,BCPLPEPLXXX,PAGO PROVEEDOR 05484,SHA
10005485,BENEFICIARIO 05485,001000005485,USD,4014.55,BINPPEPLXXX,PAGO PROVEEDOR 05485,OUR
10005486,BENEFICIARIO 05486,001000005486,PEN,4015.28,SCBLPEPLXXX,PAGO PROVEEDOR 05486,BEN
